festival_code,festival_name,sido,sigungu,festival_type,first_year,venue
F1150,2026 원동매화축제,경남,양산시,지역특산물,2007,원동면 주말장터 및 쌍포다목적광장 일원
F1151,2026 물금벚꽃축제,경남,양산시,문화예술,2013,물금 황산공원 일원
F1152,2026 양산웅상회야제,경남,양산시,주민화합,2015,웅상체육공원
F1153,통도사 미디어아트,경남,양산시,전통역사,2026,통도사 일원
F1154,2026 양산삽량문화축제,경남,양산시,전통역사,1986,양산천 둔치 및 양산종합운동장 일원
F1155,2026 양산에그야페스타,경남,양산시,지역특산물,2025,황산공원
F1156,2026 양산국화축제,경남,양산시,자연생태,2005,황산공원 중부광장 일원
F1157,2026년 양산시 독서문화축제,경남,양산시,문화예술,2025,양산시립 중앙도서관 야외광장 일원
F1158,2026 배내골 사과축제,경남,양산시,지역특산물,2010,배내골 고로쇠 홍보관
F1159,제51회 의령 홍의장군축제,경남,의령군,전통역사,1973,의령읍 서동생활공원 일원
F1160,제23회 의령토요애수박축제,경남,의령군,지역특산물,2000,의령읍 서동생활공원 일원
F1161,제5회 의령 리치리치 페스티벌,경남,의령군,문화예술,2022,의령읍 서동생활공원 일원
F1162,2026년 의령 신반한지우륵문화축제,경남,의령군,문화예술,2022,부림면 일원
F1163,2026 의령 기강 리치 꽃 축제,경남,의령군,자연생태,2022,지정면 일원
F1164,함안곶감축제,경남,함안군,지역특산물,2012,함안체육관
F1165,대한민국 함안수박축제,경남,함안군,지역특산물,1993,함주공원 다목적 잔디구장
F1166,칠서생태공원 청보리 작약축제,경남,함안군,자연생태,2023,칠서면 강나루생태공원
F1167,강주해바라기 축제,경남,함안군,자연생태,2013,법수면 강주마을
F1168,아라가야문화제,경남,함안군,전통역사,1988,"함안박물관, 말이산고분군"
F1169,제21회 창녕낙동강유채축제,경남,창녕군,자연생태,2006,남지체육공원 일원
F1170,제31회 부곡온천축제,경남,창녕군,자연생태,1994,부곡온천 관광특구 일원
F1171,제65회 3.1민속문화제,경남,창녕군,전통역사,1961,영산면 일원
F1172,제40회 비사벌문화제,경남,창녕군,문화예술,1987,창녕읍 일원
F1173,고성가리비수산물축제,경남,고성군,지역특산물,2017,고성읍 공룡로 3070(남포항 일원)
F1174,고성기월안뜰 경관농업 가을꽃 축제,경남,고성군,자연생태,2020,고성기월안뜰 경관농업단지
F1175,소가야문화제,경남,고성군,전통역사,1959,송학동 고분군 및 고성군종합운동장 일원
F1176,고성독수리생태축제,경남,고성군,자연생태,2020,고성읍 기월리 독수리식당 일원
F1177,2026경남고성공룡세계엑스포,경남,고성군,문화예술,2006,당항포관광지 일원
F1178,당항포대첩축제,경남,고성군,전통역사,2002,당항포관광지 일원
F1179,꽃 피는 남해,경남,남해군,자연생태,2023,남해대교 일원
F1180,제8회 창선고사리축제,경남,남해군,지역특산물,2015,창선생활체육공원 일원
F1181,제20회 보물섬 해산물 축제,경남,남해군,지역특산물,2000,미조항 일원
F1182,제21회 남해마늘한우 축제,경남,남해군,지역특산물,2005,남해유배문학관 일원
F1183,제14회 독일마을 맥주축제,경남,남해군,전통역사,2010,독일마을 일원
F1184,제28회 화개장터 벚꽃축제,경남,하동군,지역특산물,1992,화개면 그린나래광장
F1185,제29회 하동야생차문화축제,경남,하동군,지역특산물,1996,화개면 일원
F1186,"하동을 먹다, 하동별맛축제",경남,하동군,지역특산물,2024,하동송림공원
F1187,제9회 하동섬진강문화재첩축제,경남,하동군,지역특산물,2015,하동송림 일원
F1188,제11회 하동북천 꽃양귀비 축제,경남,하동군,자연생태,2015,북천면 일원
F1189,"제19회 하동 북천 코스모스,메밀꽃 축제",경남,하동군,자연생태,2007,북천면 일원
F1190,산청황매산철쭉제,경남,산청군,자연생태,1982,황매산 일원
F1191,ON산청 빛나는 여름밤 페스티벌,경남,산청군,문화예술,2023,산청읍 조산공원 일원
F1192,생초국제조각공원꽃잔디축제,경남,산청군,자연생태,2017,생초국제조각공원
F1193,산청한방약초축제,경남,산청군,지역특산물,2001,동의보감촌
F1194,지리산산청곶감축제,경남,산청군,지역특산물,2008,산청곶감유통센터 일원
F1195,산청 농특산물 대제전,경남,산청군,지역특산물,2024,동의보감촌 일원
F1196,제7회 지리산 마천골흑돼지&산나물 축제,경남,함양군,지역특산물,2019,마천면 생활체육공원 일원
F1197,제11회 지리산함양 백전오미자 축제,경남,함양군,지역특산물,2016,백전면 다목적광장 일원
F1198,제65회 천령문화제,경남,함양군,문화예술,1962,상림공원 일원
F1199,제23회 함양연암문화제,경남,함양군,문화예술,2004,안의면 체육공원
F1200,제21회 함양산삼축제,경남,함양군,지역특산물,2004,상림공원 일원
F1201,제3회 서상면 남덕유산 대축제,경남,함양군,주민화합,2024,서상면 대남리 1750-1 일원
F1202,제7회 거창 아리미아 꽃 축제,경남,거창군,자연생태,2019,거창창포원
F1203,제36회 거창국제연극제,경남,거창군,문화예술,1989,수승대일원
F1204,2026 거창한마당대축제,경남,거창군,문화예술,2015,거창스포츠파크 및 거창읍 일원
F1205,제6회 감악산 꽃별여행,경남,거창군,자연생태,2021,신원면 연수사길 452
F1206,제42회 대야문화제,경남,합천군,문화예술,1982,합천읍 일원
F1207,2026 대장경기록문화축제,경남,합천군,문화예술,2011,대장경테마파크
F1208,고스트파크 축제,경남,합천군,문화예술,2014,합천영상테마파크
F1209,제30회 황매산철쭉제,경남,합천군,자연생태,1997,황매산군립공원 일원
F1210,제5회 황매산억새축제,경남,합천군,자연생태,2022,황매산군립공원 일원
F1211,제4회 합천황토한우축제,경남,합천군,지역특산물,2023,합천군민체육공원
F1212,2026 제주들불축제,제주,제주시,전통역사,1997,새별오름 일원
F1213,제8회 애월읍 왕벚꽃축제,제주,제주시,주민화합,2016,장전리벚꽃거리
F1214,2026년 제3회 제주마 입목 문화 축제,제주,제주시,자연생태,2024,제주마 방목지
F1215,제23회 방선문축제,제주,제주시,전통역사,2004,방선문 일원
F1216,제27회 제주과학축전,제주,제주시,문화예술,2000,제주시민복지타운
F1217,2026 제주레저힐링축제,제주,제주시,문화예술,2022,제주시 일원
F1218,제21회 제주이호테우축제,제주,제주시,전통역사,2004,이호테우해수욕장
F1219,2026년 천연염색 홍보행사,제주,제주시,문화예술,2012,서귀포농업기술센터
F1220,제11회 월대천축제,제주,제주시,주민화합,2013,월대천 광장 일원
F1221,2026 제주수학축전,제주,서귀포시,문화예술,2000,제주 ICC
F1222,제19회 제주해녀축제,제주,제주시,문화예술,2007,해녀박물관 일원
F1223,2026년 애월읍 농수축박람회,제주,제주시,주민화합,2018,새별오름
F1224,제11회 고마로마문화축제,제주,제주시,문화예술,2014,신산공원
F1225,제26회 최남단 방어 축제,제주,서귀포시,지역특산물,2001,모슬포항 일원
F1226,제7회 서귀포 은갈치 축제,제주,서귀포시,지역특산물,2018,서귀포항 일원
F1227,제18회 추자도 참굴비 대축제,제주,제주시,지역특산물,2008,추자항 일원
F1228,제9회 제주광어 대축제,제주,제주시,지역특산물,2016,제주어류양식수산업협동조합
F1229,네 번째 서홍동 웃물교 벚꽃구경,제주,서귀포시,자연생태,2023,서홍동 웃물교 일원
F1230,제18회 솜반천 청소년 문화축제,제주,서귀포시,문화예술,2008,서홍동 솜반천 일원
F1231,"제5회 화북, 포구문화제",제주,제주시,문화예술,2022,화북포구 일원
F1232,제17회 금능원담축제,제주,제주시,전통역사,2010,금능해수욕장 일원
F1233,제5회 월정한모살축제,제주,제주시,주민화합,2020,월정해수욕장
F1234,제주 성읍마을 정의현감 행차재현 및 전통민요공연 축제,제주,서귀포시,전통역사,2016,제주 성읍마을 일원
F1235,제17회 거문오름 트레킹,제주,제주시,자연생태,2008,거문오름 일원
F1236,2026 세계유산축전,제주,제주시,자연생태,2020,세계유산지구 일대
F1237,제32회 제주 성읍마을 전통민속 재현축제,제주,서귀포시,전통역사,1993,제주 성읍마을 일원
F1238,제16회 혼인지 축제,제주,서귀포시,전통역사,2009,제주 혼인지 내
F1239,제주 무형유산 대전,제주,제주시,전통역사,2022,도 일원
F1240,제34회 성산일출축제,제주,서귀포시,주민화합,1994,성산일출봉 일원
F1241,2026 제21회 중문칠선녀축제,제주,서귀포시,주민화합,1995,중문 천제연공원 일원
F1242,제21회 제주마축제,제주,제주시,전통역사,2003,렛츠런파크 제주
F1243,2026년 제주 도새기 축제,제주,제주시,지역특산물,2003,제주새별오름
F1244,제1회 송산동 부시리 축제,제주,서귀포시,지역특산물,2026,자구리 공원
F1245,제22회 보목자리돔 축제,제주,서귀포시,지역특산물,2000,보목포구
F1246,제2회 도두 썸머리 워터 페스티벌,제주,제주시,주민화합,2025,오래물광장
F1247,제43회 서귀포유채꽃축제,제주,서귀포시,자연생태,1983,표선면 가시리 유채꽃광장 일대
F1248,제32회 서귀포칠십리축제,제주,서귀포시,문화예술,1995,서귀포 천지연폭포 주차장 일대
F1249,제19회 전농로 왕벚꽃 축제,제주,제주시,자연생태,1991,삼도1동 전농로 일대
F1250,제24회 예래생태체험축제,제주,서귀포시,자연생태,2000,논짓물 일원
F1251,제3회 예래사자마을 봄꽃나들이 행사,제주,서귀포시,자연생태,2024,대왕수천 일원
F1252,제15회 우도 소라축제,제주,제주시,지역특산물,2009,천진항 일원
F1253,제30회 한라산 청정 고사리축제,제주,서귀포시,지역특산물,1995,한남리 1662-5번지 일원
F1254,2026 봉개오름축제,제주,제주시,문화예술,2016,봉개문화교류센터
F1255,제22회 쇠소깍 축제,제주,서귀포시,주민화합,2003,하효항 및 쇠소깍 일원
F1256,성산엔 벚꽃길따라 행복한 동행,제주,서귀포시,문화예술,2024,성산읍 신풍레포츠공원
F1257,수국과 공연이 꽃피는 혼인지,제주,서귀포시,문화예술,2022,"서귀포시 성산읍 온평리 혼인지 야외마당, 온평리 서포구 잔디마당"
F1258,성산 조개바당축제,제주,서귀포시,자연생태,2022,성산읍 고성리 내수면
F1259,와흘메밀문화제(봄),제주,제주시,지역특산물,2021,조천읍 남조로 2455 일원
F1260,와흘메밀문화제(가을),제주,제주시,지역특산물,2021,조천읍 남조로 2455 일원
F1261,"벚꽃오름, 봄소풍(골체오름 벚꽃축제)",제주,제주시,자연생태,2025,골체오름 일원
F1262,제16회 산지천축제,제주,제주시,문화예술,2008,제주시 산지천 일원
F1263,병오년 탐라국 입춘굿,제주,제주시,전통역사,1994,도내일원
F1264,제주국제관악제,제주,제주시,문화예술,1995,도내일원
F1265,탐라문화제,제주,제주시,문화예술,1962,도내일원
F1266,2026 영천동해바라기 축제,제주,서귀포시,자연생태,2023,토평동2981번지 일원
