festival_code,festival_name,sido,sigungu,festival_type,first_year,venue
F0547,태봉제,강원,철원군,전통역사,1983,철원종합운동장일원
F0548,철원한탄강얼음트레킹 축제,강원,철원군,자연생태,2013,철원 한탄강
F0549,제22회 화천토마토축제,강원,화천군,지역특산물,2003,사내면 문화마을 일원
F0550,2026얼음나라 화천 산천어축제,강원,화천군,자연생태,2003,화천읍 화천천 일원
F0551,2026 청춘양구 곰취축제,강원,양구군,지역특산물,2004,양구 서천레포츠 공원 일원
F0552,2026 국토정중앙 청춘양구 배꼽축제,강원,양구군,문화예술,2008,양구 서천레포츠 공원 일원
F0553,제41회 양록제,강원,양구군,주민화합,1983,양구 종합운동장 일원
F0554,2026 청춘양구 펀치볼 시래기사과축제,강원,양구군,지역특산물,2022,해안명 펀치볼 힐링하우스 앞 성황지 일원
F0555,2026 인제 여름 축제,강원,인제군,자연생태,2024,남면 부평리 빙어호 일원
F0556,2026 인제 가을꽃축제,강원,인제군,자연생태,2019,북면 용대관광지 일원
F0557,용대황태축제,강원,인제군,자연생태,1999,용대삼거리 황태촌 일월
F0558,하추리도리깨축제,강원,인제군,자연생태,2012,인제읍 하추로 187
F0559,인제천리길 개통 10주년 기념행사 및 제9회 인제천리길 걷기 축제,강원,인제군,자연생태,2018,인제천리길코스
F0560,제12회 곰배령별밤음악축제,강원,인제군,문화예술,2013,진동2리 진동분교
F0561,햇살마을 구상나무트리 축제,강원,인제군,주민화합,2024,햇살마을 산림치유센터 일원
F0562,제1회 설악산 백담 눈꽃축제,강원,인제군,자연생태,2022,백담마을 회관 일원(만해로 410-17)
F0563,제2회 기린농협 산나물 직거래 판매행사,강원,인제군,지역특산물,2025,기린체육공원 인근
F0564,제26회 고성통일명태축제,강원,고성군,전통역사,1997,거진읍 거진11리 행변
F0565,2026 양양 낙산해변 달빛모닥불 축제,강원,양양군,주민화합,2025,낙산해변B지구
F0566,2026 양양 남대천 벚꽃축제,강원,양양군,자연생태,2023,송이조각공원 일원
F0567,2026 마을단위축제(3개 내외),강원,양양군,주민화합,2022,양양군(공모 심의 선정)
F0568,양양 서핑페스티벌,강원,양양군,문화예술,2016,양양군 관내 해수욕장
F0569,2026 양양송이연어축제,강원,양양군,지역특산물,1996,양양 남대천 일원
F0570,크리스마스 마켓&축제,강원,양양군,문화예술,2026,낙산해변 알바트로스 광장 일원
F0571,충북 한우랑 브랜드랑 축제,충북,,지역특산물,2008,미정
F0572,제17회 영춘제,충북,청주시,문화예술,2010,청남대 일원
F0573,제21회 가을축제,충북,청주시,문화예술,2006,청남대 일원
F0574,2026 3·3데이 청주삼겹살 축제,충북,청주시,지역특산물,2012,청주 서문시장 삼겹살거리 일원
F0575,2026 벚꽃과 함께하는 제5회 청주 푸드트럭 축제,충북,청주시,주민화합,2023,청주 상당구 무심동로(청주대교~제1운천교) 일원
F0576,2026 청주 미식·주(酒) 페스타,충북,청주시,지역특산물,2025,청주 문화제조창 잔디광장 일원
F0577,2026 청주 디저트·베이커리 페스타,충북,청주시,지역특산물,2023,청주 문화제조창 잔디광장 일원
F0578,2026 세종대왕과 초정약수축제,충북,청주시,주민화합,2006,초정행궁일원
F0579,한여름밤 오싹 호러 페스티벌,충북,청주시,주민화합,2025,성안길(중앙역사공원~철당간) 일원
F0580,2026 청주시 도시농업 페스티벌,충북,청주시,문화예술,2023,청주시농업기술센터 유기농복합단지 일원
F0581,대한민국 정원박람회 2026 청주 가드닝페스티벌,충북,청주시,자연생태,2018,생명누리공원
F0582,2026 청원생명축제,충북,청주시,지역특산물,2008,오창읍 미래지농촌테마공원
F0583,2026 직지문화축제,충북,청주시,전통역사,2003,"직지문화특구 일원(고인쇄박물관, 청주예술의전당 등)"
F0584,2026 청주 국가유산 야행,충북,청주시,전통역사,2016,청주시 원도심 일원
F0585,2026 국가유산 미디어아트 청주,충북,청주시,문화예술,2026,청주시 원도심 일원
F0586,원도심골목길축제<봄:중앙극장>,충북,청주시,문화예술,2023,상당구 중앙동 일원
F0587,청남대 재즈토닉페스티벌,충북,청주시,문화예술,2017,청남대 일원
F0588,원도심골목길축제<여름:성안이즈백>,충북,청주시,문화예술,2023,상당구 성안동 일원
F0589,청주읍성큰잔치,충북,청주시,문화예술,2009,청주 중앙공원 일원
F0590,동부창고페스타,충북,청주시,문화예술,2023,동부창고 일원
F0591,원도심골목길축제<가을:집대성>,충북,청주시,문화예술,2023,상당구 대성동 일원
F0592,힙한 청주 페스티벌 in 제조창,충북,청주시,문화예술,2025,청주 문화제조창 잔디광장
F0593,제54회 우륵문화제,충북,충주시,문화예술,1971,탄금공원
F0594,목계별신제,충북,충주시,전통역사,1960,엄정면 목계나루 일원
F0595,2026 충주 국가유산 야행,충북,충주시,전통역사,2021,관아공원
F0596,2026년 충주씨 농산물직거래 한마당,충북,충주시,지역특산물,2017,탄금공원 일원
F0597,충주호 벚꽃축제,충북,충주시,문화예술,2011,충주다목적댐 물문화관 일원
F0598,제41회 수안보온천제,충북,충주시,문화예술,1985,수안보 물탕공원 일원
F0599,충주다이브페스티벌,충북,충주시,문화예술,2023,충주종합운동장 일원
F0600,비내섬 축제,충북,충주시,문화예술,2023,비내섬 일원
F0601,2026 제3회 제천빨간오뎅축제,충북,제천시,지역특산물,2025,제천역 광장 일원
F0602,제30회 제천청풍호벚꽃축제,충북,제천시,자연생태,1997,청풍면 물태리 일원
F0603,2026 제천 임산물 숲푸드 축제,충북,제천시,지역특산물,2026,의림지 수변무대
F0604,제24회 월악산송계양파축제,충북,제천시,지역특산물,2003,한수체육문화공원
F0605,슬로시티 수산 힐링축제,충북,제천시,주민화합,2018,수산면 옥순봉 생태공원 일원
F0606,제7회 봉양박달콩축제,충북,제천시,지역특산물,2019,봉양읍 문화복지센터
F0607,2026년 제천 수제맥주&달빛야시장 축제,충북,제천시,주민화합,2022,제천 문화의거리 일원
F0608,제5회 덕산양채축제,충북,제천시,문화예술,2022,덕산면 근린공원
F0609,2026 보은벚꽃길축제,충북,보은군,자연생태,2024,보은군이음센터 일원
F0610,2026 보은대추축제,충북,보은군,지역특산물,2007,뱃들공원 및 속리산 일원
F0611,제24회 옥천묘목축제,충북,옥천군,지역특산물,1999,옥천묘목공원 일원
F0612,제7회 청산생선국수 축제,충북,옥천군,지역특산물,2017,청산면 지전리 일원
F0613,제3회 향수옥천 유채꽃 축제,충북,옥천군,문화예술,2023,옥천 금강수변 친수공원
F0614,제39회 지용제,충북,옥천군,문화예술,1987,정지용 생가 및 구읍 일원
F0615,2026 제17회 향수옥천 포도복숭아 축제,충북,옥천군,지역특산물,2007,옥천공설운동장 일원
F0616,2026년 제16회 옥수수감자 축제,충북,옥천군,지역특산물,2008,안내면종합축제장 일원
F0617,2026 영동곶감축제,충북,영동군,지역특산물,2003,영동 하상주차장일원
F0618,제15회 대한민국와인축제,충북,영동군,지역특산물,2010,영동 하상주차장일원(예정)
F0619,2026 영동포도축제,충북,영동군,지역특산물,2004,영동 레인보우힐링광장(예정)
F0620,제57회 영동난계국악축제,충북,영동군,문화예술,1965,영동 레인보우힐링광장(예정)
F0621,증평인삼골축제,충북,증평군,지역특산물,1992,보강천체육공원일원
F0622,증평들노래축제,충북,증평군,전통역사,2004,증평민속체험박물관 일원
F0623,제26회 생거진천 농다리축제,충북,진천군,문화예술,2000,진천 농다리 일원
F0624,제47회 생거진천문화축제,충북,진천군,문화예술,1979,백곡천 일원
F0625,제15회 생거진천 평생학습축제,충북,진천군,주민화합,2008,백곡천 일원
F0626,제11회 참숯마실축제,충북,진천군,주민화합,2015,진천 숯산업클러스터 특구 부지
F0627,제14회 생거진천예술제,충북,진천군,문화예술,2013,진천 농다리 일원
F0628,괴산빨간맛페스티벌,충북,괴산군,지역특산물,2024,유기농엑스포광장 및 동진천 하상 일원
F0629,괴산고추축제,충북,괴산군,지역특산물,2001,유기농엑스포광장
F0630,괴산김장축제,충북,괴산군,지역특산물,2019,유기농엑스포광장
F0631,제27회 음성품바축제,충북,음성군,문화예술,2000,설성공원 및 꽃동네 일원
F0632,2026 음성명작 페스티벌,충북,음성군,지역특산물,2022,금빛근린공원 일원
F0633,제45회 설성문화제,충북,음성군,전통역사,1982,미정
F0634,제42회 단양 소백산철쭉제,충북,단양군,자연생태,1983,단양읍 상상의거리 및 소백산 일원(일부 변경가능)
F0635,제28회 단양 온달문화축제,충북,단양군,전통역사,1996,영춘면 온달관광지 일원
F0636,제11회 천안위례벚꽃축제,충남,천안시,자연생태,2013,"천안시 동남구 북면 용암리, 병천천(은석초 주변) 일원"
F0637,2026년 어린이날기념 천안어린이행복주간행사,충남,천안시,문화예술,2024,천안시민체육공원 등 천안시 일원
F0638,제3회 수신멜론축제,충남,천안시,지역특산물,2024,천안 상록리조트 야외주차장
F0639,2026 천안 K-컬처박람회,충남,천안시,문화예술,2023,독립기념관
F0640,2026 천안호두축제,충남,천안시,지역특산물,2008,광덕쉼터
F0641,병천순대축제,충남,천안시,지역특산물,2025,병천순대거리 일원
F0642,천안흥타령춤축제 2026,충남,천안시,문화예술,2003,천안종합운동장 및 천안시 일원
F0643,제6회 「2026 빵빵데이 천안」 축제,충남,천안시,지역특산물,2021,천안종합운동장 오륜문광장 일원
F0644,2026 천안시 K-DOG FESTIVAL,충남,천안시,문화예술,2023,천안시민체육공원
F0645,제27회 입장거봉포도축제,충남,천안시,지역특산물,1993,입장면 일원(세부장소 미정)
F0646,제9회 겨울공주 군밤축제,충남,공주시,지역특산물,2018,"금강신관공원 일원, 미르섬"
F0647,계룡산 벚꽃축제,충남,공주시,자연생태,1993,반포면 일원
F0648,계룡산 산신제,충남,공주시,전통역사,1998,계룡면 일원
F0649,갑사 황매화축제,충남,공주시,자연생태,2019,계룡면 갑사 상가지구 일원
F0650,마곡사 신록축제,충남,공주시,문화예술,2004,사곡면 일원
F0651,제18회 공주 석장리 구석기 축제,충남,공주시,전통역사,2008,"석장리 구석기 박물관, 상왕동 일원"
F0652,제5회 공주 유구색동수국정원 꽃축제,충남,공주시,자연생태,2022,유구읍 일원
F0653,제2회 공주야밤 맥주축제,충남,공주시,주민화합,2025,금강신관공원
F0654,구룡사 구절산 구절초 축제,충남,공주시,자연생태,2019,신풍면 구절사 일원
F0655,제72회 백제문화제,충남,공주시,전통역사,1955,공주시 일원
F0656,무창포 주꾸미 도다리 축제,충남,보령시,지역특산물,2000,무창포해수욕장 일원
F0657,보령AMC모터페스티벌,충남,보령시,문화예술,2022,머드엑스포광장
F0658,오천항키조개축제,충남,보령시,지역특산물,2018,오천항일원
F0659,제29회 보령머드축제,충남,보령시,문화예술,1998,대천해수욕장일원
F0660,용두솔밭어울림 축제,충남,보령시,주민화합,2018,남포면 월전리 일원
F0661,"원산도 전국 해변가요제 및 원산도, 효자도 붕장어 축제",충남,보령시,지역특산물,2019,선촌항 일원
F0662,무창포대하전어축제,충남,보령시,지역특산물,1999,"무창포항, 무창포해수욕장 일원"
F0663,보령예술제,충남,보령시,문화예술,1997,보령시 일원
F0664,2026년 보령 국가유산야행,충남,보령시,전통역사,2023,보령경찰서망루 일원
F0665,무창포 신비의 바닷길 축제,충남,보령시,자연생태,2000,무창포해수욕장 일원
F0666,2026 숲속야행,충남,보령시,자연생태,2023,무궁화수목원 일원
F0667,만세보령문화제,충남,보령시,주민화합,1988,보령시 일원
F0668,천북굴축제,충남,보령시,지역특산물,2000,천북굴단지 일원
F0669,2026 대천겨울바다사랑축체,충남,보령시,문화예술,2017,대천해수욕장 일원
F0670,제65회 아산 성웅 이순신축제,충남,아산시,문화예술,1961,"온양온천역, 곡교천, 현충사 일원"
F0671,제37회 설화예술제,충남,아산시,문화예술,1990,은행나무길 일원
F0672,은행나무길거리예술제,충남,아산시,문화예술,2018,곡교천 일원
F0673,(가칭)대한민국 이스포츠 리그(이터널리턴),충남,아산시,문화예술,2026,이순신 체육관 일원
F0674,아산 외암마을야행,충남,아산시,전통역사,2022,외암마을 일원
F0675,현충사 달빛야행,충남,아산시,전통역사,2018,현충사 일원
F0676,제25회 외암민속마을 짚풀문화제,충남,아산시,전통역사,2022,외암마을 일원
F0677,제4회 영인산 철쭉제,충남,아산시,자연생태,2023,영인산 수목원
F0678,제4회 도시농업축제,충남,아산시,문화예술,2023,곡교천 둔치(염치읍 백암리 501 일원)
F0679,2026년 아산시 국화전시회,충남,아산시,문화예술,2007,곡교천 둔치(염치읍 백암리 501 일원)
F0680,제23회 서산해미읍성축제,충남,서산시,문화예술,2000,서산해미읍성 일원
F0681,팔봉산감자축제,충남,서산시,지역특산물,2002,팔봉면 어울림마당
F0682,서산6쪽마늘축제,충남,서산시,지역특산물,2005,서산해미읍성 내
F0683,해미벚꽃축제,충남,서산시,자연생태,2017,해미천 인근
F0684,삼길포우럭축제,충남,서산시,지역특산물,2013,대산읍 삼길포항 일원
F0685,서산 어리굴젓 축제,충남,서산시,지역특산물,2015,부석면 간월도항 일원
F0686,서산국화축제,충남,서산시,자연생태,1996,고북면 복남골길 일원
F0687,제28회 논산딸기축제,충남,논산시,지역특산물,1997,논산시민가족공원 일원
F0688,제26회 연산대추문화축제,충남,논산시,지역특산물,1999,연산역 일원
F0689,제28회 강경젓갈축제,충남,논산시,지역특산물,1997,강경 금강둔치일원
F0690,제24회 논산양촌곶감축제,충남,논산시,지역특산물,2000,양촌리 체육공원 일원
F0691,2026계룡軍문화축제,충남,계룡시,문화예술,2007,계룡대 활주로
F0692,제4회 계룡 향적산 봄나들이 행사,충남,계룡시,주민화합,2023,계룡시 엄사면 일원
F0693,제3회 사계문화제,충남,계룡시,전통역사,2024,사계고택
F0694,왜목마을해넘이해돋이소원제,충남,당진시,자연생태,1999,왜목마을 해수욕장 일원
F0695,제18회 순성 벚꽃축제,충남,당진시,자연생태,2005,갈산리 특설무대 일원
F0696,제2회 당진면천읍성축제,충남,당진시,전통역사,2001,면천읍성 일원
F0697,당진 삽교호 드론 라이트 쇼,충남,당진시,문화예술,2024,삽교호 바다공원 일원
F0698,당진 댄스 페스티벌,충남,당진시,문화예술,2024,미정
F0699,남이흥 장군 문화제,충남,당진시,전통역사,1989,대호지면 충장사 일원
F0700,당진 합덕 연꽃축제,충남,당진시,자연생태,2017,합덕제 일원
F0701,제49회 심훈상록문화제,충남,당진시,문화예술,1977,당진문예의전당 일원
F0702,제2회 면천의 봄 또봄면천,충남,당진시,문화예술,2025,면천읍성 일원
F0703,기지시줄다리기축제,충남,당진시,전통역사,,기지시줄다리기박물관 일원
F0704,장고항 실치와 함께하는 수산물 축제,충남,당진시,지역특산물,2000,장고항 일원
F0705,한진포구 수산물 홍보판촉행사,충남,당진시,지역특산물,2005,한진포구 일원
F0706,제6회 금산삼계탕축제,충남,금산군,지역특산물,2021,금산인삼관 광장 및 인삼약초거리일원
F0707,제44회 금산세계인삼축제,충남,금산군,지역특산물,1981,금산인삼관 광장 및 인삼약초거리일원
F0708,비단고을 산꽃축제,충남,금산군,자연생태,2000,산꽃벚꽃오토캠핑장(보곡산골)
F0709,홍도화축제,충남,금산군,자연생태,2008,남일면 신정리 홍도마을
F0710,제16회 금산천봄꽃축제,충남,금산군,주민화합,2008,금산읍 금산천 둔치
F0711,제24회 부여서동연꽃축제,충남,부여군,문화예술,2003,서동공원 궁남지 일원
F0712,제72회 백제문화제,충남,부여군,전통역사,1955,백제문화단지
F0713,제21회 부여 굿뜨래 알밤축제,충남,부여군,지역특산물,2005,서동공원 궁남지 일원
F0714,2026 부여 세도 방울토마토&유채꽃 축제,충남,부여군,지역특산물,2005,금강하천부지 일원
F0715,제23회 백제고도 부여국화축제,충남,부여군,자연생태,2004,서동공원 궁남지 일원
F0716,제24회 동백꽃 주꾸미 축제,충남,서천군,지역특산물,2000,서면 마량진항
F0717,제20회 자연산 광어 도미 축제,충남,서천군,지역특산물,2003,서면 마량진항
F0718,제16회 장항항 수산물 꼴갑 축제,충남,서천군,지역특산물,2009,장항항 물양장
F0719,제3회 서천 블루베리 축제,충남,서천군,지역특산물,2024,문화활력소 인근
F0720,제36회 한산모시문화제,충남,서천군,전통역사,1989,한산모시관 일원
F0721,춘장대해수욕장 여름문화예술 축제,충남,서천군,문화예술,2004,서면 도둔리 춘장대해수욕장 일원
F0722,제4회 장항 맥문동 꽃 축제,충남,서천군,자연생태,2023,장항 송림자연휴양림
F0723,제24회 홍원항 전어 꽃게 축제,충남,서천군,지역특산물,2001,서면 홍원항
F0724,제9회 한산소곡주축제,충남,서천군,지역특산물,2015,한산전통시장 일원
F0725,서천군 평생학습한마당,충남,서천군,주민화합,2013,봄의 마을 광장 일원
F0726,제4회 판교 도토리묵 축제,충남,서천군,지역특산물,2023,판교면 현암리 149-9번지 일원
F0727,제3회 부또막 축제,충남,서천군,지역특산물,2024,종천면 산천리 공영주차장 일원
F0728,2026 서천철새여행,충남,서천군,자연생태,2011,조류생태전시관 일원
F0729,2026 서천 마량진항 해넘이 해돋이 행사,충남,서천군,주민화합,2000,서천 마량진항
F0730,제18회 칠갑산 얼음분수축제,충남,청양군,자연생태,2009,청양 알프스마을
F0731,제27회 칠갑산장승문화축제,충남,청양군,전통역사,1999,장승공원 일원
F0732,제5회 벚꽃토마토 문화축제,충남,청양군,지역특산물,2021,청남면 중동교~ 청소교 일원
F0733,2026 청양 고추구기자 축제(27회),충남,청양군,지역특산물,2000,청양읍 백세건강공원 일원
F0734,제2회 청양 매운맛 골목축제,충남,청양군,지역특산물,2025,청춘거리 일원
F0735,홍성 남당항 새조개 축제,충남,홍성군,지역특산물,2004,남당항 해양분수공원 일원
F0736,홍성 남당항 대하축제,충남,홍성군,지역특산물,1996,남당항 해양분수공원 일원
F0737,광천김토굴새우젓 대축제,충남,홍성군,지역특산물,1996,광천 전통시장 일원
F0738,홍성글로벌바비큐페스티벌,충남,홍성군,지역특산물,2023,홍주읍성 일원
F0739,홍성역사인물축제,충남,홍성군,문화예술,2005,홍주읍성 일원
F0740,구항한우봄꽃축제,충남,홍성군,자연생태,2007,구항면 일원
F0741,제25회 홍성사랑국화축제,충남,홍성군,자연생태,2002,홍주읍성 일원
F0742,제53회 윤봉길 평화축제,충남,예산군,전통역사,1973,덕산면 충의사 일원
F0743,제10회 예산장터삼국축제,충남,예산군,지역특산물,2017,예산상설시장 일원
F0744,제23회 예산사과축제,충남,예산군,지역특산물,1983,미정
F0745,2026 의좋은형제축제,충남,예산군,전통역사,2005,대흥면 의좋은형제공원 일원
F0746,제7회 예산황새축제,충남,예산군,자연생태,2019,광시면 예산황새공원 일원
F0747,제3회 국가유산 야행,충남,예산군,전통역사,2023,"예산리 구도심 일원(예산성당, 호서은행)"
F0748,신진도 오징어&해산물 축제,충남,태안군,지역특산물,2024,신진항
F0749,안면도 백사장 대하축제,충남,태안군,지역특산물,2000,백사장항
F0750,꽃과바다 태안국화축제,충남,태안군,자연생태,2022,이종일생가지
F0751,제22회 태안 해변 힐링페스티벌,충남,태안군,자연생태,2003,몽산포해수욕장
F0752,2026 전주세계문화주간(프랑스)봄,전북,전주시,문화예술,2016,전주시 일원
F0753,2026 전주세계문화주간(프랑스)여름,전북,전주시,문화예술,2016,전주시 일원
F0754,2026 전주세계문화주간(프랑스)가을,전북,전주시,문화예술,2016,전주시 일원
F0755,2026 김장문화축제,전북,전주시,주민화합,2019,전주월드컵경기장 일원
F0756,2026 전주문화유산야행,전북,전주시,문화예술,2015,경기전 및 한옥마을 일원
F0757,2026 대한민국 전주정원산업박람회,전북,전주시,자연생태,2021,전주 월드컵광장 일원(덕진공원 포함)
F0758,제16회 얼굴없는천사축제,전북,전주시,주민화합,2011,노송동주민센터 일원
F0759,제3회 전주막걸리축제,전북,전주시,지역특산물,2024,미정
F0760,전주얼티밋뮤직페스티벌,전북,전주시,문화예술,2016,전주시 일원
F0761,2026년 전주 이팝나무 축제,전북,전주시,자연생태,2024,북전주선(기린대로~산북로 구간)
F0762,2026 전주국제한지산업대전,전북,전주시,문화예술,1997,한국전통문화전당 일원(예정)
F0763,2026 전주가맥축제,전북,전주시,주민화합,2015,미정
F0764,전주페스타 2026,전북,전주시,문화예술,2023,미정
F0765,2026 전주비빔밥축제,전북,전주시,지역특산물,2007,미정
F0766,전주 단오제,전북,전주시,전통역사,2015,덕진공원
F0767,제14회 군산시간여행축제,전북,군산시,전통역사,2013,군산시간여행마을 일원
F0768,제5회 군산짬뽕페스티벌,전북,군산시,문화예술,2022,백년광장 일원
F0769,제21회 군산꽁당보리축제,전북,군산시,지역특산물,2006,미성동행정복지센터 뒷편
F0770,제9회 군산우체통거리 손편지축제,전북,군산시,문화예술,2018,우체통거리 1길
F0771,제5회 군산 수제맥주&블루스 페스티벌,전북,군산시,지역특산물,2022,군산근대역사박물관 주차장 일원
F0772,제9회 익산백제 국가유산야행,전북,익산시,전통역사,2018,왕궁리유적 일원
F0773,2026년 익산 서동축제,전북,익산시,문화예술,1969,익산 관광지
F0774,제3회 익산 근대문화유산 축전,전북,익산시,문화예술,2024,익산문화예술의거리 일원
F0775,제2회 익산 고구마(순) 축제,전북,익산시,지역특산물,2025,삼기면 로컬하나로마트 일원(예정)
F0776,제5회 익산 호러 홀로그램 페스티벌,전북,익산시,문화예술,2022,익산교도소세트장
F0777,제5회 국가유산 미디어아트,전북,익산시,문화예술,2021,미륵사지일원
F0778,제57회 익산 마한문화대전,전북,익산시,문화예술,2024,영등시민공원 일원
F0779,제5회 NS 푸드페스타 2026 in 익산,전북,익산시,지역특산물,2022,하림퍼스트키친 일원
F0780,제4회 보물찾기축제,전북,익산시,문화예술,2022,인화동 솜리근대역사문화공간 일원
F0781,제8회 K-김장문화축제 익산,전북,익산시,주민화합,2017,익산중앙체육공원 일원
F0782,제19회 정읍 구절초 꽃축제,전북,정읍시,자연생태,2005,구절초 지방정원
F0783,정읍 벚꽃축제,전북,정읍시,자연생태,1991,정읍천변/어린이 축구장
F0784,정읍 물빛축제,전북,정읍시,주민화합,2023,정읍 어린이 축구장
F0785,작은마을 축제,전북,정읍시,주민화합,2026,장금이 꽃밭
F0786,제37회 정읍사문화제,전북,정읍시,문화예술,1990,정읍사문화공원
F0787,제96회 춘향제,전북,남원시,문화예술,1931,광한루원 일원
F0788,제34회 흥부제,전북,남원시,문화예술,1992,사랑의광장 일원
F0789,남원 봄꽃 음악회,전북,남원시,문화예술,2023,요천둔치
F0790,남원 워터밤 페스티벌,전북,남원시,주민화합,2023,요천둔치
F0791,제30회 지리산 바래봉 철쭉제,전북,남원시,자연생태,1995,지리산 바래봉 및 허브밸리 일원
F0792,제3회 지리산 흥부골 포도축제,전북,남원시,지역특산물,2024,지리산농협농산물산지유통센터
F0793,제12회 혼불문학 축제,전북,남원시,문화예술,2014,구)서도역 및 혼불문학관
F0794,제28회 김제지평선축제,전북,김제시,문화예술,1999,김제시 일원(벽골제 중심)
F0795,2026 김제 모악뮤직페스티벌,전북,김제시,문화예술,2008,모악산 일원
F0796,2026 꽃빛드리축제,전북,김제시,문화예술,2023,김제시민문화체육공원
F0797,지평선광활햇감자축제,전북,김제시,지역특산물,2008,김제광활초등학교 일원
F0798,제15회 지평선 추억의 보리밭 축제,전북,김제시,자연생태,2010,새만금 6공구 내 원예단지(토끼섬 일원)
F0799,제4회 김제 자원순화 새로보미축제,전북,김제시,자연생태,2023,김제시민문화체육공원
F0800,제4회 완주모악산웰니스축제,전북,완주군,주민화합,2023,완주군 모악산 일원
F0801,2026 완주대둔산축제,전북,완주군,자연생태,1996,완주군 대둔산 일원
F0802,제14회 완주와일드&로컬푸드축제,전북,완주군,지역특산물,2011,고산자연휴양림 일원
F0803,제8회 오성한옥마을 오픈가든축제,전북,완주군,주민화합,2018,소양 오성한옥마을 일원
F0804,제11회 완주곶감축제,전북,완주군,지역특산물,2014,완주군청 대형주차장 및 어울림광장 일원
F0805,제24회 삼례딸기축제,전북,완주군,지역특산물,1996,삼례농협 인근 공영주차장
F0806,제4회 동상계곡물소리축제,전북,완주군,자연생태,2023,미정
F0807,제8회 향어축제,전북,완주군,지역특산물,2015,완주군 이서면 한국전기안전공사 일원(이서면 안전로 111)
F0808,제22회 진안고원 운장산 고로쇠축제,전북,진안군,지역특산물,2005,주천면 운일암반일암 일원
F0809,제16회 진안고원 수박축제,전북,진안군,지역특산물,2009,동향면 체련공원 일원
F0810,2026 진안홍삼축제,전북,진안군,지역특산물,2013,마이산 북부 일원
F0811,제8회 진안고원 김치보쌈축제,전북,진안군,지역특산물,2019,진안로컬푸드직매장 일원
F0812,제30회 무주반딧불축제,전북,무주군,자연생태,1997,무주군 일원
F0813,무주안성낙화놀이축제,전북,무주군,전통역사,2007,안성면 두문마을 일원
F0814,제14회 무주산골영화제,전북,무주군,문화예술,2013,등나무운동장 등 무주군 일원
F0815,제4회 서면마을 벚꽃축제,전북,무주군,자연생태,2023,무주읍 서면마을(소이나루 공원) 일원
F0816,제20회 장수한우랑사과랑축제,전북,장수군,지역특산물,2007,장수읍 의암공원 및 누리파크 일원
F0817,제4회 장수 쿨밸리 페스티벌,전북,장수군,자연생태,2023,장수방화동자연휴양림 일원
F0818,제10회 번암물빛축제,전북,장수군,자연생태,2017,번암 시동강 천변공원 일원
F0819,제4회 장수가꿈토마토랑수박축제,전북,장수군,지역특산물,2023,계북 참샘골 체육관 일원
F0820,옥정호벚꽃축제,전북,임실군,자연생태,2022,붕어섬 일대
F0821,임실N펫스타(의견문화제),전북,임실군,문화예술,1982,반려누리 및 오수의견관광지 일원
F0822,2026년 제 1회 임실 장미축제,전북,임실군,주민화합,2026,임실치즈테마파크
F0823,사선문화제,전북,임실군,문화예술,1963,사선대광장
F0824,필봉마을굿축제,전북,임실군,문화예술,1996,필봉농악전수관
F0825,제12회 임실N치즈축제,전북,임실군,지역특산물,2015,"임실치즈테마파크, 임실치즈마을, 임실읍 일원"
F0826,임실 도자기축제,전북,임실군,문화예술,2025,구 .신전초 상월분교
F0827,2026년 제 8회 임실 산타축제,전북,임실군,주민화합,2017,임실치즈테마파크
F0828,제23회 옥천골 벚꽃축제,전북,순창군,자연생태,1998,순창읍 경천로 일원
F0829,제4회 순창 채계산 유채꽃 축제,전북,순창군,자연생태,2024,순창읍 적성면 괴정리 1255-1
F0830,제21회 순창장류축제,전북,순창군,지역특산물,2006,순창고추장민속마을 및 발효테마파크 일원
F0831,제30회 추령장승축제,전북,순창군,전통역사,1995,순창군 복형면 추령장승촌 일원
F0832,2026 순창 코리아떡볶이페스타,전북,순창군,지역특산물,2024,순창발효테마마크 및 고추장민속마을 일원
F0833,2026 순창 미리크리스마스,전북,순창군,문화예술,2022,순창발효테마파크 일원
F0834,제4회 고창벚꽃축제,전북,고창군,문화예술,2023,고창읍 석정리 727 일원
F0835,제23회 고창 청보리밭 축제,전북,고창군,자연생태,2004,공음면 학원농장관광농장 일원
F0836,하전바지락 오감체험 페스티벌,전북,고창군,자연생태,2017,심원면 하전어촌체험마을 일원
F0837,고창갯벌축제,전북,고창군,자연생태,2016,심원면 일원
F0838,제23회 고창복분자와 수박축제,전북,고창군,지역특산물,2004,선운산도립공원 일원
F0839,제53회 고창모양성제,전북,고창군,전통역사,1972,고창읍성 일원
F0840,제8회 개암동 벚꽃축제,전북,부안군,자연생태,2016,부안 상서면 개암동 일원
F0841,제13회 부안마실축제,전북,부안군,문화예술,2015,부안 해뜰마루 일원
F0842,변산 비치파티,전북,부안군,자연생태,2022,부안 변산해수욕장
F0843,고슴도치섬 위도상사화축제,전북,부안군,자연생태,2015,부안 위도해수욕장
F0844,님의 뽕 축제,전북,부안군,자연생태,2009,부안댐 광장
F0845,부안 곰소젓갈발효축제,전북,부안군,지역특산물,2004,부안 곰소리 일원
F0846,2026 부안붉은노을축제,전북,부안군,문화예술,2022,부안 변산해수욕장
F0847,부안 설숭어축제,전북,부안군,지역특산물,2007,부안 상설시장
F0848,제54회 강진청자축제,전남,강진군,전통역사,1973,고려청자박물관 일원
